household_id,district,province,urbanization_level,members_in_house,roofless_persons,roof_persons,income_lkr,computers_owned,dialog_subscriptions,slt_subscriptions,hutch_subscriptions,other_subscriptions,smartphone_count,electricity_available,has_4g_coverage,has_fiber_coverage,downlink_speed_mbps,uplink_speed_mbps,avg_monthly_broadband_bill_lkr,dialog_sentiment,slt_sentiment,hutch_sentiment,overall_bb_satisfaction_score,digital_literacy_score,ecommerce_usage_score,starlink_awareness,starlink_sentiment_score,starlink_prob_proxy,starlink_proxy_adoption
HH0004458,Gampaha,Western,Urban,2,0,2,209721.43,0,2,1,0,0,2,1,1,1,29.1,9.3,4329.9,0.287,0.311,0.328,0.309,0.89,0.27,0,0.327,0.1135,No
HH0004459,Galle,Southern,Semi-Urban,6,0,6,143810.11,0,9,3,0,0,7,1,1,1,16.5,4.5,2716.95,0.033,-0.026,-0.139,-0.044,0.76,0.32,0,0.346,0.0175,No
HH0004460,Jaffna,Northern,Semi-Urban,5,0,5,93489.41,0,5,1,0,0,5,1,1,1,18.9,5.7,2969.21,0.064,0.05,-0.159,-0.015,0.66,0.24,0,0.341,0.0253,No
HH0004461,Nuwara Eliya,Central,Rural,2,0,2,99581.73,0,4,0,1,0,3,1,1,0,18.6,8.6,2727.23,0.196,0.013,-0.27,-0.02,0.59,0.13,1,0.303,0.1814,No
HH0004462,Hambantota,Southern,Rural,2,0,2,73999.18,0,1,1,0,0,1,1,1,1,17.2,3.3,2536.98,0.166,-0.112,0.131,0.062,0.5,0.06,1,0.435,0.039,No
HH0004463,Kegalle,Sabaragamuwa,Rural,2,0,2,132135.62,0,1,0,0,0,2,1,1,0,14.8,4.2,3230.73,-0.025,0.034,-0.226,-0.072,0.51,0.18,0,-0.101,0.1998,No
HH0004464,Gampaha,Western,Urban,5,0,5,217371.26,1,4,2,2,0,4,1,1,1,23.8,7.8,5014.42,0.287,0.311,0.328,0.309,0.62,0.39,1,0.327,0.4182,No
HH0004465,Kurunegala,North-western,Rural,5,0,5,121518.6,0,6,2,0,0,5,1,1,0,18.3,2.8,2458.14,-0.057,0.221,-0.314,-0.05,0.58,0.16,0,0.281,0.0308,No
HH0004466,Nuwara Eliya,Central,Rural,4,0,4,136045.59,0,4,2,2,0,2,1,1,0,23.2,7.4,2564.51,0.196,0.013,-0.27,-0.02,0.49,0.33,0,0.303,0.033,No
HH0004467,Gampaha,Western,Urban,6,0,6,230729.91,0,7,3,2,1,4,1,1,0,25.0,9.6,4525.0,0.287,0.311,0.328,0.309,0.85,0.36,0,0.327,0.2951,No
HH0004468,Gampaha,Western,Urban,1,0,1,159081.37,0,2,0,0,0,1,1,0,1,33.3,11.1,5100.84,0.287,0.311,0.328,0.309,1.0,0.51,0,0.327,0.2026,No
HH0004469,Ratnapura,Sabaragamuwa,Rural,3,0,3,90601.6,0,3,0,0,0,1,1,1,0,22.6,6.6,2503.8,-0.001,-0.143,0.386,0.081,0.59,0.28,0,0.176,0.0246,No
HH0004470,Badulla,Uva,Rural,2,0,2,155047.85,0,1,0,1,0,2,1,1,0,17.2,3.3,2575.2,0.096,0.056,-0.215,-0.021,0.57,0.37,0,0.285,0.0436,No
HH0004471,Monaragala,Uva,Rural,4,0,4,133754.74,0,3,4,1,1,1,1,1,0,20.3,2.9,2325.23,-0.059,0.046,0.226,0.071,0.55,0.15,0,0.309,0.0144,No
HH0004472,Kegalle,Sabaragamuwa,Rural,8,0,8,100419.49,1,8,3,1,2,8,1,1,0,17.2,4.6,3038.43,-0.025,0.034,-0.226,-0.072,0.45,0.12,0,-0.101,0.1254,No
HH0004473,Gampaha,Western,Urban,4,0,4,211885.76,0,3,4,2,0,7,1,1,0,25.0,7.2,4852.48,0.287,0.311,0.328,0.309,0.67,0.19,1,0.327,0.6092,Yes
HH0004474,Matale,Central,Rural,4,0,4,100575.56,0,2,1,1,0,6,1,1,0,14.2,5.8,2664.0,0.043,-0.288,-0.093,-0.113,0.52,0.25,0,0.488,0.0649,No
HH0004475,Kurunegala,North-western,Rural,1,0,1,136118.87,0,0,2,0,0,2,1,1,0,13.6,4.4,2348.83,-0.057,0.221,-0.314,-0.05,0.72,0.14,1,0.281,0.0866,No
HH0004476,Matara,Southern,Semi-Urban,7,0,7,156906.11,0,11,3,2,1,7,1,1,1,24.4,6.6,3582.08,-0.062,-0.083,-0.003,-0.049,0.77,0.41,1,-0.099,0.2303,No
HH0004477,Galle,Southern,Semi-Urban,5,0,5,252328.82,0,10,2,0,0,5,1,1,0,21.7,5.7,1866.01,0.033,-0.026,-0.139,-0.044,0.58,0.21,1,0.346,0.0035,No
HH0004478,Matale,Central,Rural,6,0,6,93787.92,0,4,6,2,1,5,1,1,0,20.4,4.5,2292.84,0.043,-0.288,-0.093,-0.113,0.54,0.19,0,0.488,0.0168,No
HH0004479,Batticaloa,Eastern,Rural,2,0,2,87850.79,0,0,1,0,0,0,1,1,0,12.5,8.9,2727.5,0.248,-0.029,-0.129,0.03,0.68,0.17,0,0.192,0.0722,No
HH0004480,Mullaitivu,Northern,Rural,4,0,4,64553.67,0,1,3,0,0,2,1,1,0,13.6,5.1,2588.7,-0.205,-0.053,-0.209,-0.156,0.67,0.05,0,0.26,0.0625,No
HH0004481,Gampaha,Western,Urban,4,0,4,304113.51,1,3,2,1,0,7,1,1,1,17.8,7.8,4777.37,0.287,0.311,0.328,0.309,0.82,0.18,1,0.327,0.4632,No
HH0004482,Matara,Southern,Semi-Urban,4,0,4,130613.09,0,5,2,0,1,0,1,1,0,12.7,5.6,2649.57,-0.062,-0.083,-0.003,-0.049,0.7,0.37,0,-0.099,0.0367,No
HH0004483,Kilinochchi,Northern,Rural,1,0,1,92610.43,0,1,0,0,0,0,1,1,0,11.2,7.4,2872.59,0.23,0.157,-0.148,0.08,0.67,0.15,1,0.028,0.2632,No
HH0004484,Vavuniya,Northern,Rural,9,0,9,179602.96,0,11,0,1,0,5,1,1,1,9.3,4.3,2603.67,-0.184,0.025,-0.074,-0.078,0.59,0.13,0,0.303,0.028,No
HH0004485,Gampaha,Western,Urban,3,0,3,214120.82,0,3,0,2,1,0,1,1,1,38.3,10.0,5149.46,0.287,0.311,0.328,0.309,0.69,0.24,0,0.327,0.147,No
HH0004486,Puttalam,North-western,Rural,2,0,2,183953.87,0,2,2,0,0,2,1,1,0,16.3,5.2,2729.27,0.219,-0.003,-0.27,-0.018,0.53,0.17,0,0.544,0.066,No
HH0004487,Colombo,Western,Urban,3,0,3,421645.85,0,2,2,1,0,1,1,1,0,25.0,10.4,6067.94,0.076,0.151,-0.016,0.07,0.99,0.49,1,0.565,0.8874,Yes
HH0004488,Matale,Central,Rural,10,0,10,81765.94,0,14,5,1,2,3,1,1,0,14.8,6.1,1954.41,0.043,-0.288,-0.093,-0.113,0.5,0.23,0,0.488,0.004,No
HH0004489,Anuradhapura,North-central,Rural,5,0,5,125320.5,1,6,1,2,0,3,1,0,0,18.8,6.1,2206.24,-0.166,-0.084,0.269,0.006,0.56,0.17,0,-0.263,0.0106,No
HH0004490,Mannar,Northern,Rural,4,0,4,153385.45,0,4,3,0,0,4,1,1,0,20.1,6.9,2524.53,0.027,-0.179,-0.372,-0.175,0.46,0.15,0,0.156,0.0407,No
HH0004491,Kalutara,Western,Semi-Urban,1,0,1,231588.39,0,1,1,0,0,1,1,1,0,25.0,6.2,2278.32,0.024,0.114,0.232,0.123,0.6,0.37,0,0.097,0.0053,No
HH0004492,Kurunegala,North-western,Rural,7,0,7,163248.47,1,5,4,2,0,10,1,1,0,17.8,4.6,2788.3,-0.057,0.221,-0.314,-0.05,0.55,0.14,0,0.281,0.0789,No
HH0004493,Vavuniya,Northern,Rural,1,0,1,126140.48,0,1,0,0,0,2,1,1,0,10.6,4.2,3011.69,-0.184,0.025,-0.074,-0.078,0.59,0.03,0,0.303,0.1618,No
HH0004494,Anuradhapura,North-central,Rural,1,0,1,111410.31,0,2,2,2,0,1,1,1,0,16.5,5.2,2490.25,-0.166,-0.084,0.269,0.006,0.51,0.17,0,-0.263,0.0299,No
HH0004495,Kurunegala,North-western,Rural,4,0,4,93865.81,0,5,4,1,0,3,1,1,0,15.3,3.8,2314.33,-0.057,0.221,-0.314,-0.05,0.42,0.07,0,0.281,0.0167,No
HH0004496,Ampara,Eastern,Rural,2,0,2,130454.44,0,3,1,0,0,1,1,1,1,23.1,7.7,1753.3,0.259,0.17,-0.182,0.082,0.73,0.05,0,0.229,0.0004,No
HH0004497,Matara,Southern,Semi-Urban,3,0,3,97213.62,0,4,0,0,0,1,1,1,1,24.4,4.4,3594.13,-0.062,-0.083,-0.003,-0.049,0.54,0.33,1,-0.099,0.1875,No
HH0004498,Gampaha,Western,Urban,1,0,1,235329.58,0,0,0,1,0,0,1,1,0,25.0,9.1,5136.18,0.287,0.311,0.328,0.309,0.93,0.42,1,0.327,0.7204,Yes
HH0004499,Kalutara,Western,Semi-Urban,5,0,5,246028.05,0,5,1,0,0,6,1,1,0,25.0,6.7,2252.71,0.024,0.114,0.232,0.123,0.59,0.46,0,0.097,0.0047,No
HH0004500,Galle,Southern,Semi-Urban,4,0,4,139285.29,0,3,2,1,0,1,1,1,0,21.3,3.5,3257.25,0.033,-0.026,-0.139,-0.044,0.75,0.28,0,0.346,0.1167,No
HH0004501,Batticaloa,Eastern,Rural,4,0,4,113115.5,0,4,3,0,0,0,1,1,0,16.7,7.0,2539.55,0.248,-0.029,-0.129,0.03,0.73,0.13,1,0.192,0.125,No
HH0004502,Hambantota,Southern,Rural,1,0,1,192511.3,0,1,0,0,0,0,1,1,1,18.5,4.4,2277.49,0.166,-0.112,0.131,0.062,0.51,0.12,0,0.435,0.0052,No
HH0004503,Kandy,Central,Semi-Urban,5,0,5,80120.6,1,4,4,0,0,9,1,1,1,24.4,7.2,2574.99,-0.018,0.197,-0.178,0.0,0.68,0.09,0,0.028,0.0074,No
HH0004504,Colombo,Western,Urban,3,0,3,356638.84,0,1,0,1,0,4,1,1,0,25.0,9.5,5280.41,0.076,0.151,-0.016,0.07,0.75,0.32,0,0.565,0.5311,Yes
HH0004505,Hambantota,Southern,Rural,4,0,4,136430.96,1,6,1,1,0,0,1,1,0,18.2,6.3,2199.71,0.166,-0.112,0.131,0.062,0.68,0.1,0,0.435,0.0108,No
HH0004506,Kandy,Central,Semi-Urban,5,0,5,135861.89,0,4,2,0,0,7,1,1,0,22.6,10.6,2115.91,-0.018,0.197,-0.178,0.0,0.69,0.25,0,0.028,0.0037,No
HH0004507,Kurunegala,North-western,Rural,6,0,6,164695.12,3,6,2,0,0,5,1,1,0,6.8,5.1,2253.0,-0.057,0.221,-0.314,-0.05,0.68,0.0,0,0.281,0.0226,No
HH0004508,Colombo,Western,Urban,3,0,3,244849.05,0,4,1,0,0,1,1,1,0,25.0,8.8,4636.46,0.076,0.151,-0.016,0.07,0.8,0.43,0,0.565,0.4062,No
HH0004509,Batticaloa,Eastern,Rural,5,0,5,51661.39,0,10,3,1,0,2,1,0,0,14.2,5.6,2684.96,0.248,-0.029,-0.129,0.03,0.65,0.07,1,0.192,0.1621,No
HH0004510,Ratnapura,Sabaragamuwa,Rural,1,0,1,59408.7,0,0,0,0,0,1,1,1,0,15.7,5.1,2221.4,-0.001,-0.143,0.386,0.081,0.64,0.27,0,0.176,0.0105,No
HH0004511,Gampaha,Western,Urban,2,0,2,226230.74,0,3,3,0,0,3,1,1,0,25.0,10.1,5185.58,0.287,0.311,0.328,0.309,0.7,0.38,0,0.327,0.3887,No
HH0004512,Matara,Southern,Semi-Urban,7,0,7,154380.85,0,6,2,0,1,5,1,1,1,21.3,5.1,3768.94,-0.062,-0.083,-0.003,-0.049,0.78,0.32,0,-0.099,0.1165,No
HH0004513,Colombo,Western,Urban,4,0,4,326477.24,1,5,1,2,0,3,1,1,1,23.2,9.8,5407.83,0.076,0.151,-0.016,0.07,0.82,0.53,1,0.565,0.6517,Yes
HH0004514,Ampara,Eastern,Rural,6,0,6,135825.46,0,8,3,1,0,4,1,1,0,19.1,4.2,2417.56,0.259,0.17,-0.182,0.082,0.6,0.22,0,0.229,0.0214,No
HH0004515,Jaffna,Northern,Semi-Urban,4,0,4,154905.46,0,1,2,1,0,4,1,1,0,25.0,6.7,3293.9,0.064,0.05,-0.159,-0.015,0.66,0.22,0,0.341,0.1005,No
HH0004516,Galle,Southern,Semi-Urban,6,0,6,62154.75,0,8,2,0,1,6,1,1,0,20.9,7.0,4363.1,0.033,-0.026,-0.139,-0.044,0.75,0.1,0,0.346,0.3709,No
HH0004517,Hambantota,Southern,Rural,4,0,4,77264.55,0,0,2,0,0,4,1,1,0,9.7,5.1,2287.01,0.166,-0.112,0.131,0.062,0.58,0.07,0,0.435,0.0164,No
HH0004518,Monaragala,Uva,Rural,3,0,3,120826.38,1,4,1,0,0,1,1,1,0,21.6,4.1,3280.7,-0.059,0.046,0.226,0.071,0.63,0.26,0,0.309,0.1637,No
HH0004519,Gampaha,Western,Urban,5,0,5,255824.2,0,9,5,0,0,4,1,1,0,25.0,13.4,3822.63,0.287,0.311,0.328,0.309,0.8,0.35,0,0.327,0.1487,No
HH0004520,Colombo,Western,Urban,1,0,1,284938.38,0,0,1,0,0,0,1,1,1,21.7,9.5,4864.17,0.076,0.151,-0.016,0.07,0.77,0.75,0,0.565,0.2672,No
HH0004521,Badulla,Uva,Rural,3,0,3,152031.12,0,3,0,0,0,0,1,1,0,19.2,7.1,2131.46,0.096,0.056,-0.215,-0.021,0.61,0.1,1,0.285,0.0279,No
HH0004522,Mullaitivu,Northern,Rural,3,0,3,100980.99,0,0,3,2,0,3,1,1,1,19.3,5.1,2706.07,-0.205,-0.053,-0.209,-0.156,0.56,0.18,0,0.26,0.0301,No
HH0004523,Monaragala,Uva,Rural,1,0,1,219069.44,0,2,1,1,0,2,1,1,0,17.4,4.6,2946.61,-0.059,0.046,0.226,0.071,0.66,0.24,0,0.309,0.105,No
HH0004524,Batticaloa,Eastern,Rural,4,0,4,83443.39,0,2,5,1,0,2,1,1,0,13.5,6.8,2892.05,0.248,-0.029,-0.129,0.03,0.74,0.08,0,0.192,0.1092,No
HH0004525,Anuradhapura,North-central,Rural,3,0,3,130690.24,0,5,0,0,0,1,1,1,0,14.7,4.6,2598.69,-0.166,-0.084,0.269,0.006,0.59,0.12,1,-0.263,0.1427,No
HH0004526,Galle,Southern,Semi-Urban,4,0,4,181345.04,0,4,1,2,0,2,1,1,0,23.9,4.4,3310.37,0.033,-0.026,-0.139,-0.044,0.86,0.33,1,0.346,0.3399,No
HH0004527,Puttalam,North-western,Rural,5,0,5,170976.96,0,6,3,0,1,3,1,1,0,25.0,4.3,2955.57,0.219,-0.003,-0.27,-0.018,0.62,0.0,1,0.544,0.2619,No
HH0004528,Ratnapura,Sabaragamuwa,Rural,3,0,3,43592.55,0,2,2,0,0,2,1,1,0,20.5,2.9,2586.44,-0.001,-0.143,0.386,0.081,0.66,0.25,0,0.176,0.0311,No
HH0004529,Vavuniya,Northern,Rural,3,0,3,187828.72,0,3,0,1,0,0,1,1,0,14.9,3.2,2894.76,-0.184,0.025,-0.074,-0.078,0.55,0.2,0,0.303,0.1143,No
HH0004530,Gampaha,Western,Urban,5,0,5,212463.62,0,3,1,0,2,3,1,1,1,26.0,11.2,4511.31,0.287,0.311,0.328,0.309,1.0,0.39,0,0.327,0.1584,No
HH0004531,Kalutara,Western,Semi-Urban,3,0,3,173707.99,1,3,3,0,1,0,1,1,1,19.3,9.4,2976.34,0.024,0.114,0.232,0.123,0.66,0.39,0,0.097,0.0212,No
HH0004532,Gampaha,Western,Urban,6,0,6,81640.67,0,3,3,3,0,9,1,0,1,22.3,6.9,4399.8,0.287,0.311,0.328,0.309,0.73,0.61,1,0.327,0.3007,No
HH0004533,Kalutara,Western,Semi-Urban,6,0,6,242317.81,2,3,5,0,1,1,1,1,0,22.8,8.3,1960.32,0.024,0.114,0.232,0.123,0.65,0.32,0,0.097,0.0014,No
HH0004534,Kandy,Central,Semi-Urban,4,0,4,146204.82,0,2,6,0,0,4,1,1,0,25.0,8.0,3532.43,-0.018,0.197,-0.178,0.0,0.56,0.27,0,0.028,0.1295,No
HH0004535,Kilinochchi,Northern,Rural,2,0,2,49829.59,0,1,1,0,0,2,1,1,0,18.4,6.3,2924.54,0.23,0.157,-0.148,0.08,0.58,0.01,1,0.028,0.2129,No
HH0004536,Batticaloa,Eastern,Rural,5,0,5,143519.43,0,6,2,2,1,1,1,1,0,20.8,4.8,1978.37,0.248,-0.029,-0.129,0.03,0.68,0.11,0,0.192,0.0038,No
HH0004537,Galle,Southern,Semi-Urban,4,0,4,154876.93,0,6,3,0,0,0,1,1,0,16.8,5.6,3608.88,0.033,-0.026,-0.139,-0.044,0.68,0.13,1,0.346,0.4627,No
HH0004538,Ampara,Eastern,Rural,1,0,1,200665.09,0,2,1,0,0,0,1,1,0,19.0,6.9,2398.22,0.259,0.17,-0.182,0.082,0.48,0.0,1,0.229,0.0583,No
HH0004539,Colombo,Western,Urban,6,0,6,276280.7,0,12,1,0,0,10,1,1,1,25.9,4.8,6190.13,0.076,0.151,-0.016,0.07,0.8,0.41,1,0.565,0.7316,Yes
HH0004540,Colombo,Western,Urban,3,0,3,158448.04,1,6,0,0,1,2,1,1,1,18.0,8.7,6440.66,0.076,0.151,-0.016,0.07,0.77,0.5,0,0.565,0.5229,Yes
HH0004541,Gampaha,Western,Urban,2,0,2,193055.5,0,1,0,0,0,3,1,1,1,23.1,8.6,2300.79,0.287,0.311,0.328,0.309,0.93,0.59,0,0.327,0.0024,No
HH0004542,Hambantota,Southern,Rural,4,0,4,216641.39,0,8,3,1,1,4,1,1,0,13.2,5.7,2503.85,0.166,-0.112,0.131,0.062,0.64,0.07,0,0.435,0.0371,No
HH0004543,Gampaha,Western,Urban,6,0,6,271065.8,0,6,1,1,0,11,1,1,1,28.8,12.3,3909.87,0.287,0.311,0.328,0.309,0.82,0.57,0,0.327,0.0681,No
HH0004544,Kandy,Central,Semi-Urban,2,0,2,169011.73,1,2,0,1,0,3,1,1,1,24.8,10.2,2633.48,-0.018,0.197,-0.178,0.0,0.83,0.2,0,0.028,0.011,No
HH0004545,Nuwara Eliya,Central,Rural,4,0,4,127693.48,1,2,2,0,0,5,1,1,1,21.3,6.8,2268.73,0.196,0.013,-0.27,-0.02,0.47,0.21,0,0.303,0.005,No
HH0004546,Anuradhapura,North-central,Rural,2,0,2,171019.38,0,2,0,0,0,1,1,1,0,21.0,4.3,1912.14,-0.166,-0.084,0.269,0.006,0.59,0.21,0,-0.263,0.0026,No
HH0004547,Colombo,Western,Urban,2,0,2,297235.71,0,1,1,0,0,3,1,1,1,30.9,6.0,5048.93,0.076,0.151,-0.016,0.07,0.95,0.56,0,0.565,0.2828,No
HH0004548,Trincomalee,Eastern,Rural,3,0,3,82875.01,0,0,2,0,0,5,1,1,0,19.0,4.2,2483.92,-0.027,0.101,-0.064,0.003,0.69,0.35,0,0.2,0.0319,No
HH0004549,Kurunegala,North-western,Rural,6,0,6,117443.35,1,9,4,3,0,3,1,1,0,11.7,3.2,2983.88,-0.057,0.221,-0.314,-0.05,0.62,0.02,0,0.281,0.1454,No
HH0004550,Anuradhapura,North-central,Rural,6,0,6,234419.99,0,6,3,0,0,1,1,1,0,19.3,4.4,1931.23,-0.166,-0.084,0.269,0.006,0.49,0.0,0,-0.263,0.0027,No
HH0004551,Ratnapura,Sabaragamuwa,Rural,2,0,2,111012.05,0,1,1,0,0,1,1,1,0,14.4,6.5,2562.27,-0.001,-0.143,0.386,0.081,0.6,0.04,0,0.176,0.0378,No
HH0004552,Colombo,Western,Urban,3,0,3,175301.28,0,3,2,2,0,4,1,1,0,25.0,8.6,5364.55,0.076,0.151,-0.016,0.07,0.93,0.53,1,0.565,0.821,Yes
HH0004553,Gampaha,Western,Urban,1,0,1,181388.01,0,2,0,0,0,1,1,1,1,19.1,11.2,3695.35,0.287,0.311,0.328,0.309,0.84,0.42,1,0.327,0.1901,No
HH0004554,Monaragala,Uva,Rural,6,0,6,133770.45,0,1,3,2,0,1,1,0,1,12.6,4.5,1616.14,-0.059,0.046,0.226,0.071,0.59,0.22,1,0.309,0.0005,No
HH0004555,Matara,Southern,Semi-Urban,6,0,6,123326.35,2,9,3,3,0,4,1,1,0,22.2,5.0,2406.56,-0.062,-0.083,-0.003,-0.049,0.72,0.35,0,-0.099,0.0134,No
HH0004556,Vavuniya,Northern,Rural,1,0,1,136532.26,0,0,0,1,0,0,1,1,0,15.8,3.1,2567.24,-0.184,0.025,-0.074,-0.078,0.64,0.12,0,0.303,0.0517,No
HH0004557,Kurunegala,North-western,Rural,4,0,4,107123.1,1,5,3,1,1,0,1,1,0,17.5,4.5,2241.43,-0.057,0.221,-0.314,-0.05,0.59,0.16,0,0.281,0.0142,No
HH0004558,Kurunegala,North-western,Rural,4,0,4,56020.31,0,4,4,1,0,2,1,1,0,13.8,4.4,2162.48,-0.057,0.221,-0.314,-0.05,0.33,0.11,0,0.281,0.0079,No
HH0004559,Ratnapura,Sabaragamuwa,Rural,6,0,6,167557.16,1,5,3,1,0,4,1,1,0,23.0,5.3,2488.29,-0.001,-0.143,0.386,0.081,0.62,0.3,0,0.176,0.0252,No
HH0004560,Kegalle,Sabaragamuwa,Rural,8,0,8,98323.23,2,8,3,4,0,6,1,1,0,14.7,4.1,2761.17,-0.025,0.034,-0.226,-0.072,0.41,0.24,0,-0.101,0.0696,No
HH0004561,Kurunegala,North-western,Rural,7,0,7,79238.62,1,4,3,1,1,5,0,1,0,14.6,3.0,2013.25,-0.057,0.221,-0.314,-0.05,0.7,0.06,0,0.281,0.0059,No
HH0004562,Kandy,Central,Semi-Urban,2,0,2,211976.17,0,1,1,1,0,1,1,1,0,25.0,11.1,2219.14,-0.018,0.197,-0.178,0.0,0.52,0.21,0,0.028,0.0048,No
HH0004563,Badulla,Uva,Rural,1,0,1,53121.15,0,2,0,1,0,0,1,1,0,16.4,7.0,2543.64,0.096,0.056,-0.215,-0.021,0.61,0.33,1,0.285,0.1121,No
HH0004564,Colombo,Western,Urban,2,0,2,352217.4,0,4,0,0,0,0,1,1,1,25.9,9.9,5809.95,0.076,0.151,-0.016,0.07,0.74,0.28,0,0.565,0.3873,No
HH0004565,Kalutara,Western,Semi-Urban,4,0,4,237944.46,0,1,4,0,1,5,1,1,0,17.3,8.0,2000.42,0.024,0.114,0.232,0.123,0.64,0.37,1,0.097,0.0065,No
HH0004566,Monaragala,Uva,Rural,5,0,5,116720.19,0,6,2,1,1,4,1,1,0,17.1,4.2,2258.01,-0.059,0.046,0.226,0.071,0.56,0.3,0,0.309,0.0122,No
HH0004567,Kalutara,Western,Semi-Urban,5,0,5,180685.68,0,7,4,0,1,7,1,1,0,25.0,10.2,3310.55,0.024,0.114,0.232,0.123,0.72,0.33,0,0.097,0.0881,No
HH0004568,Gampaha,Western,Urban,1,0,1,227507.39,0,2,0,0,0,2,1,1,1,30.4,8.4,5632.3,0.287,0.311,0.328,0.309,0.88,0.37,1,0.327,0.5469,Yes
HH0004569,Gampaha,Western,Urban,5,0,5,239934.61,0,6,5,0,0,1,1,0,1,24.8,9.8,5429.45,0.287,0.311,0.328,0.309,0.71,0.55,0,0.327,0.2394,No
HH0004570,Badulla,Uva,Rural,2,0,2,193555.62,1,1,1,0,0,0,1,1,0,15.7,5.2,1899.22,0.096,0.056,-0.215,-0.021,0.43,0.13,0,0.285,0.0025,No
HH0004571,Hambantota,Southern,Rural,2,0,2,184193.47,0,0,2,1,0,4,1,1,0,14.4,4.5,2542.44,0.166,-0.112,0.131,0.062,0.56,0.31,0,0.435,0.0369,No
HH0004572,Kurunegala,North-western,Rural,2,0,2,175318.63,0,1,0,0,0,2,1,1,0,18.9,4.6,2293.73,-0.057,0.221,-0.314,-0.05,0.71,0.0,0,0.281,0.0197,No
HH0004573,Kalutara,Western,Semi-Urban,4,0,4,259647.43,0,6,4,0,0,3,1,1,1,23.4,5.7,3220.6,0.024,0.114,0.232,0.123,0.67,0.29,1,0.097,0.1,No
HH0004574,Puttalam,North-western,Rural,7,0,7,163712.08,0,6,5,0,1,8,1,1,0,10.8,5.3,2049.65,0.219,-0.003,-0.27,-0.018,0.55,0.0,0,0.544,0.0069,No
HH0004575,Puttalam,North-western,Rural,4,0,4,166269.93,0,1,3,3,0,3,1,1,0,20.2,4.9,2444.89,0.219,-0.003,-0.27,-0.018,0.6,0.0,1,0.544,0.086,No
HH0004576,Kandy,Central,Semi-Urban,5,0,5,177229.81,1,8,5,3,0,5,1,1,0,25.0,3.7,3298.97,-0.018,0.197,-0.178,0.0,0.66,0.38,0,0.028,0.0992,No
HH0004577,Galle,Southern,Semi-Urban,1,0,1,95073.38,0,2,0,0,0,1,1,1,0,24.3,3.9,2704.04,0.033,-0.026,-0.139,-0.044,0.75,0.33,0,0.346,0.0313,No
HH0004578,Gampaha,Western,Urban,1,0,1,241215.19,1,0,0,0,0,2,1,1,1,23.2,8.4,3917.54,0.287,0.311,0.328,0.309,0.76,0.46,0,0.327,0.0751,No
HH0004579,Kegalle,Sabaragamuwa,Rural,2,0,2,98338.08,0,1,0,1,0,1,1,1,0,19.4,5.7,2657.57,-0.025,0.034,-0.226,-0.072,0.69,0.03,1,-0.101,0.1776,No
HH0004580,Trincomalee,Eastern,Rural,7,0,7,86995.4,0,11,4,2,0,6,1,1,0,20.0,5.5,1907.76,-0.027,0.101,-0.064,0.003,0.44,0.16,1,0.2,0.0069,No
HH0004581,Ratnapura,Sabaragamuwa,Rural,4,0,4,126118.42,0,3,2,1,0,5,0,1,0,19.4,5.8,2106.53,-0.001,-0.143,0.386,0.081,0.58,0.23,0,0.176,0.006,No
HH0004582,Kandy,Central,Semi-Urban,1,0,1,136372.24,0,0,0,0,0,0,1,1,0,25.0,8.3,2355.87,-0.018,0.197,-0.178,0.0,0.62,0.12,1,0.028,0.0282,No
HH0004583,Anuradhapura,North-central,Rural,5,0,5,203585.86,1,2,5,0,0,2,1,1,0,21.4,4.3,2476.22,-0.166,-0.084,0.269,0.006,0.6,0.32,1,-0.263,0.089,No
HH0004584,Puttalam,North-western,Rural,9,0,9,311695.15,0,9,2,3,0,3,1,1,0,14.7,5.8,2884.48,0.219,-0.003,-0.27,-0.018,0.57,0.14,0,0.544,0.1066,No
HH0004585,Kurunegala,North-western,Rural,1,0,1,136780.39,0,2,0,0,0,1,1,1,0,18.3,5.3,1835.35,-0.057,0.221,-0.314,-0.05,0.74,0.0,0,0.281,0.0022,No
HH0004586,Kegalle,Sabaragamuwa,Rural,3,0,3,73381.78,0,5,1,1,0,6,1,1,1,14.0,5.4,2637.53,-0.025,0.034,-0.226,-0.072,0.42,0.18,0,-0.101,0.0207,No
HH0004587,Nuwara Eliya,Central,Rural,3,0,3,143509.89,0,5,2,0,0,2,1,1,0,23.0,6.7,2039.73,0.196,0.013,-0.27,-0.02,0.59,0.12,0,0.303,0.0049,No
HH0004588,Gampaha,Western,Urban,2,0,2,226447.01,0,1,0,0,0,2,1,1,0,24.9,9.1,4717.5,0.287,0.311,0.328,0.309,0.75,0.57,1,0.327,0.6023,Yes
HH0004589,Kurunegala,North-western,Rural,3,0,3,211806.56,1,4,1,1,0,3,1,1,0,14.7,6.0,1920.19,-0.057,0.221,-0.314,-0.05,0.56,0.07,0,0.281,0.0035,No
HH0004590,Kurunegala,North-western,Rural,5,0,5,166991.65,1,10,1,0,1,4,1,0,0,17.5,4.2,2972.08,-0.057,0.221,-0.314,-0.05,0.52,0.14,0,0.281,0.116,No
HH0004591,Mullaitivu,Northern,Rural,5,0,5,139610.47,0,7,1,1,0,3,1,1,0,10.1,3.9,2552.51,-0.205,-0.053,-0.209,-0.156,0.66,0.23,1,0.26,0.1928,No
